generated_at,source_reviewed_at,group_key,incentive_types,category,markets,total_reward,avg_reward,avg_target,earliest_end,hours_left,competition_proxy,manual_review_score,required_action,exposure_risk,automation_mode,sample_tickers
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPOCHETTINOOUT-30,liquidity,other,1,200.0000,200.0000,1000.00,2026-08-19T03:59:00+00:00,335.52,Medium-High,44.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXPOCHETTINOOUT-30-Y
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXNFLCOMPETE-ADON27FEB,liquidity,other,1,200.0000,200.0000,1000.00,2026-08-16T03:59:00+00:00,263.52,Medium-High,44.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,KXNFLCOMPETE-ADON27FEB-Y
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXGPT-ASTRA,liquidity,other,7,805.0000,115.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,44.0,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXGPT-ASTRA-26AUG21,KXGPT-ASTRA-26DEC01,KXGPT-ASTRA-26NOV01,KXGPT-ASTRA-26OCT01,KXGPT-ASTRA-26OCT16"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXSG-26NOVMARGIN,liquidity,other,9,990.0000,110.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.9,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXSG-26NOVMARGIN-10,KXSG-26NOVMARGIN-11,KXSG-26NOVMARGIN-12,KXSG-26NOVMARGIN-13,KXSG-26NOVMARGIN-14"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXLOWA-27FEBCOMP,liquidity,other,9,990.0000,110.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.9,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXLOWA-27FEBCOMP-0.0,KXLOWA-27FEBCOMP-0.5,KXLOWA-27FEBCOMP-1.0,KXLOWA-27FEBCOMP-1.5,KXLOWA-27FEBCOMP-2.0"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXANFCC-26SEP07,liquidity,other,9,990.0000,110.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.9,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXANFCC-26SEP07-T100,KXANFCC-26SEP07-T102,KXANFCC-26SEP07-T104,KXANFCC-26SEP07-T106,KXANFCC-26SEP07-T108"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXLOWCC-26SEP07,liquidity,other,9,990.0000,110.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.9,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXLOWCC-26SEP07-T100,KXLOWCC-26SEP07-T101,KXLOWCC-26SEP07-T102,KXLOWCC-26SEP07-T94,KXLOWCC-26SEP07-T95"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXSHEINCC-26SEP07,liquidity,other,9,990.0000,110.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.9,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXSHEINCC-26SEP07-T100,KXSHEINCC-26SEP07-T102,KXSHEINCC-26SEP07-T104,KXSHEINCC-26SEP07-T88,KXSHEINCC-26SEP07-T90"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXURBNCC-26SEP07,liquidity,other,9,990.0000,110.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.9,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXURBNCC-26SEP07-T100,KXURBNCC-26SEP07-T102,KXURBNCC-26SEP07-T104,KXURBNCC-26SEP07-T106,KXURBNCC-26SEP07-T108"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXGREEKPM-27JUL25,liquidity,other,9,990.0000,110.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.9,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXGREEKPM-27JUL25-ATSI,KXGREEKPM-27JUL25-KHAT,KXGREEKPM-27JUL25-KMIT,KXGREEKPM-27JUL25-KPIE,KXGREEKPM-27JUL25-KVEL"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXFEATURE-26DAY,liquidity,other,9,990.0000,110.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.9,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXFEATURE-26DAY-AGC,KXFEATURE-26DAY-BLE,KXFEATURE-26DAY-CHA,KXFEATURE-26DAY-JAP,KXFEATURE-26DAY-LOR"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXCHINAAI-26AUG31,liquidity,other,9,990.0000,110.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.9,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXCHINAAI-26AUG31-ALIB,KXCHINAAI-26AUG31-BAID,KXCHINAAI-26AUG31-BYTE,KXCHINAAI-26AUG31-DEEP,KXCHINAAI-26AUG31-MINI"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXNCLH-26OCTPAX,liquidity,other,10,1000.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXNCLH-26OCTPAX-810000,KXNCLH-26OCTPAX-820000,KXNCLH-26OCTPAX-830000,KXNCLH-26OCTPAX-840000,KXNCLH-26OCTPAX-850000"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPLTR-26NOVCUST,liquidity,other,10,1000.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXPLTR-26NOVCUST-1060,KXPLTR-26NOVCUST-1070,KXPLTR-26NOVCUST-1080,KXPLTR-26NOVCUST-1090,KXPLTR-26NOVCUST-1100"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXMARA-27FEBROOMS,liquidity,other,10,1000.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXMARA-27FEBROOMS-1845000.0,KXMARA-27FEBROOMS-1850000.0,KXMARA-27FEBROOMS-1855000.0,KXMARA-27FEBROOMS-1860000.0,KXMARA-27FEBROOMS-1865000.0"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXTGTA-27MARCOMP,liquidity,other,10,1000.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXTGTA-27MARCOMP-0.5,KXTGTA-27MARCOMP-1.0,KXTGTA-27MARCOMP-1.5,KXTGTA-27MARCOMP-2.0,KXTGTA-27MARCOMP-2.5"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXISLEMINISTER-26SEP24,liquidity,other,10,1000.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXISLEMINISTER-26SEP24-ACAN,KXISLEMINISTER-26SEP24-CBAR,KXISLEMINISTER-26SEP24-CCHR,KXISLEMINISTER-26SEP24-CTHO,KXISLEMINISTER-26SEP24-DASH"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXRT-CLA,liquidity,other,10,1000.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXRT-CLA-45,KXRT-CLA-50,KXRT-CLA-55,KXRT-CLA-60,KXRT-CLA-65"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXBROSFT-26SEP07,liquidity,other,10,1000.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXBROSFT-26SEP07-T100,KXBROSFT-26SEP07-T102,KXBROSFT-26SEP07-T104,KXBROSFT-26SEP07-T106,KXBROSFT-26SEP07-T108"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXFEATURE-26AGE,liquidity,other,10,1000.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXFEATURE-26AGE-ALI,KXFEATURE-26AGE-BBN,KXFEATURE-26AGE-BIG,KXFEATURE-26AGE-CHA,KXFEATURE-26AGE-COB"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXFEATURE-26POP,liquidity,other,10,1000.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXFEATURE-26POP-BRI,KXFEATURE-26POP-CHA,KXFEATURE-26POP-CHAN,KXFEATURE-26POP-CHL,KXFEATURE-26POP-DIS"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPRIMARYMOV-FLPRIMARY25D26-JMOS,liquidity,other,10,1000.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXPRIMARYMOV-FLPRIMARY25D26-JMOS-P52,KXPRIMARYMOV-FLPRIMARY25D26-JMOS-P55,KXPRIMARYMOV-FLPRIMARY25D26-JMOS-P57,KXPRIMARYMOV-FLPRIMARY25D26-JMOS-P60,KXPRIMARYMOV-FLPRIMARY25D26-JMOS-P62"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXYTVIEWSW-DRA26AUG09,liquidity,other,9,900.0000,100.0000,1000.00,2026-08-11T14:00:00+00:00,153.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXYTVIEWSW-DRA26AUG09-11.0M,KXYTVIEWSW-DRA26AUG09-11.25M,KXYTVIEWSW-DRA26AUG09-11.5M,KXYTVIEWSW-DRA26AUG09-11.75M,KXYTVIEWSW-DRA26AUG09-12.0M"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXYTVIEWSW-MOR26AUG09,liquidity,other,9,900.0000,100.0000,1000.00,2026-08-11T14:00:00+00:00,153.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXYTVIEWSW-MOR26AUG09-4.0M,KXYTVIEWSW-MOR26AUG09-4.25M,KXYTVIEWSW-MOR26AUG09-4.5M,KXYTVIEWSW-MOR26AUG09-4.75M,KXYTVIEWSW-MOR26AUG09-5.0M"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXNOBELPEACE-26,liquidity,other,9,900.0000,100.0000,1000.00,2026-08-09T03:59:00+00:00,95.52,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXNOBELPEACE-26-CE,KXNOBELPEACE-26-DJT,KXNOBELPEACE-26-DOC,KXNOBELPEACE-26-FRA,KXNOBELPEACE-26-ICJ"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXVOTEPRIMARY-SCRSENS26RFRYRFRY,liquidity,other,8,800.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXVOTEPRIMARY-SCRSENS26RFRYRFRY-10,KXVOTEPRIMARY-SCRSENS26RFRYRFRY-15,KXVOTEPRIMARY-SCRSENS26RFRYRFRY-20,KXVOTEPRIMARY-SCRSENS26RFRYRFRY-25,KXVOTEPRIMARY-SCRSENS26RFRYRFRY-30"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXVOTEPRIMARY-SCRSENS26RNORRNOR,liquidity,other,8,800.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXVOTEPRIMARY-SCRSENS26RNORRNOR-10,KXVOTEPRIMARY-SCRSENS26RNORRNOR-15,KXVOTEPRIMARY-SCRSENS26RNORRNOR-20,KXVOTEPRIMARY-SCRSENS26RNORRNOR-25,KXVOTEPRIMARY-SCRSENS26RNORRNOR-30"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXYTVIEWSW-JUS26AUG09,liquidity,other,8,800.0000,100.0000,1000.00,2026-08-11T14:00:00+00:00,153.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXYTVIEWSW-JUS26AUG09-15.25M,KXYTVIEWSW-JUS26AUG09-15.5M,KXYTVIEWSW-JUS26AUG09-15.75M,KXYTVIEWSW-JUS26AUG09-16.0M,KXYTVIEWSW-JUS26AUG09-16.25M"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXNOBELPEACE-27,liquidity,other,8,800.0000,100.0000,1000.00,2026-08-09T03:59:00+00:00,95.52,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXNOBELPEACE-27-CPJ,KXNOBELPEACE-27-ICC,KXNOBELPEACE-27-MKUL,KXNOBELPEACE-27-PLEO,KXNOBELPEACE-27-SSHA"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXJOINCLUB-26OCT02RODRYGO,liquidity,other,8,800.0000,100.0000,1000.00,2026-08-11T03:59:00+00:00,143.52,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXJOINCLUB-26OCT02RODRYGO-ARS,KXJOINCLUB-26OCT02RODRYGO-BMU,KXJOINCLUB-26OCT02RODRYGO-CFC,KXJOINCLUB-26OCT02RODRYGO-LFC,KXJOINCLUB-26OCT02RODRYGO-NEW"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXYTVIEWSW-ARI26AUG09,liquidity,other,7,700.0000,100.0000,1000.00,2026-08-11T14:00:00+00:00,153.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXYTVIEWSW-ARI26AUG09-16.0M,KXYTVIEWSW-ARI26AUG09-17.0M,KXYTVIEWSW-ARI26AUG09-18.0M,KXYTVIEWSW-ARI26AUG09-19.0M,KXYTVIEWSW-ARI26AUG09-20.0M"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXACTBLUETOP-26AUG07,liquidity,other,7,700.0000,100.0000,1000.00,2026-08-07T13:59:00+00:00,57.52,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXACTBLUETOP-26AUG07-AELS,KXACTBLUETOP-26AUG07-HSTE,KXACTBLUETOP-26AUG07-JOSS,KXACTBLUETOP-26AUG07-JTAL,KXACTBLUETOP-26AUG07-MPEL"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXSG-26AUGMARGIN,liquidity,other,7,700.0000,100.0000,1000.00,2026-08-07T03:59:00+00:00,47.52,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXSG-26AUGMARGIN-10,KXSG-26AUGMARGIN-12,KXSG-26AUGMARGIN-14,KXSG-26AUGMARGIN-15,KXSG-26AUGMARGIN-16"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXYTVIEWSW-YOU26AUG09,liquidity,other,6,600.0000,100.0000,1000.00,2026-08-11T14:00:00+00:00,153.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXYTVIEWSW-YOU26AUG09-10.0M,KXYTVIEWSW-YOU26AUG09-11.0M,KXYTVIEWSW-YOU26AUG09-12.0M,KXYTVIEWSW-YOU26AUG09-7.0M,KXYTVIEWSW-YOU26AUG09-8.0M"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPRIMARYMOV-MI13D26-STHA,liquidity,other,6,600.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXPRIMARYMOV-MI13D26-STHA-P1,KXPRIMARYMOV-MI13D26-STHA-P10,KXPRIMARYMOV-MI13D26-STHA-P13,KXPRIMARYMOV-MI13D26-STHA-P4,KXPRIMARYMOV-MI13D26-STHA-P57"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXPRIMARYMOV-MI13D26-DMCK,liquidity,other,6,600.0000,100.0000,1000.00,2026-08-09T03:59:59.999999+00:00,95.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXPRIMARYMOV-MI13D26-DMCK-P1,KXPRIMARYMOV-MI13D26-DMCK-P10,KXPRIMARYMOV-MI13D26-DMCK-P13,KXPRIMARYMOV-MI13D26-DMCK-P4,KXPRIMARYMOV-MI13D26-DMCK-P57"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXYTVIEWSW-BAD26AUG09,liquidity,other,5,500.0000,100.0000,1000.00,2026-08-11T14:00:00+00:00,153.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXYTVIEWSW-BAD26AUG09-25.0M,KXYTVIEWSW-BAD26AUG09-26.0M,KXYTVIEWSW-BAD26AUG09-27.0M,KXYTVIEWSW-BAD26AUG09-28.0M,KXYTVIEWSW-BAD26AUG09-29.0M"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXWEN-26AUGUSCOMP,liquidity,other,4,400.0000,100.0000,1000.00,2026-08-08T03:59:00+00:00,71.52,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXWEN-26AUGUSCOMP-0.0,KXWEN-26AUGUSCOMP-N10.0,KXWEN-26AUGUSCOMP-N5.0,KXWEN-26AUGUSCOMP-N7.5"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXJOINCLUB-26OCT02CROMERO,liquidity,other,4,400.0000,100.0000,1000.00,2026-08-11T03:59:00+00:00,143.52,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXJOINCLUB-26OCT02CROMERO-ATM,KXJOINCLUB-26OCT02CROMERO-BAR,KXJOINCLUB-26OCT02CROMERO-RMA,KXJOINCLUB-26OCT02CROMERO-TOT"
2026-08-05T04:27:53.003248+00:00,2026-08-05T04:27:53.003233+00:00,KXB200WS-26AUG07,liquidity,company/tech,10,150.0000,15.0000,1000.00,2026-08-07T20:00:00+00:00,63.54,Medium-High,43.5,"Post qualifying resting limit orders during the active window; score depends on size, uptime, and distance from best bid/ask.","Unfilled orders may score, but fills create inventory. Target is about 1000 contracts per market; worst-case contract exposure can approach $1 per filled contract before offsetting exits.",Read-only discovery and paper scoring only; live orders require human approval.,"KXB200WS-26AUG07-3.000,KXB200WS-26AUG07-3.500,KXB200WS-26AUG07-4.000,KXB200WS-26AUG07-4.500,KXB200WS-26AUG07-5.000"
